https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,確認番号,確認番号2,業種,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名称,,施設所在地,,,施設電話番号,申請者名,申請者住所,,,申請者電話番号,届出日,許可番号,,業種,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
麺素株式会社  ,兵庫県,尼崎市南武庫之荘９－１１－２０,尼崎市南武庫之荘９－１１－２０,,06-6438-4905  ,麺素株式会社,尼崎市南武庫之荘９－１１－２０,尼崎市南武庫之荘９－１１－２０,,06-6438-4905  ,R03.12.01,尼崎市指令(尼保生）,第1-01958号,そうざい製造業,,305,麺素株式会社  ,06,06-6438-4905,,,,兵庫県　尼崎市南武庫之荘９－１１－２０,兵庫県尼崎市南武庫ノ荘９－１１－２０,,167043,28,28202,南武庫ノ荘９,2021/12/01,,,,,麺素株式会社,,06-6438-4905  ,尼崎市南武庫之荘９－１１－２０,兵庫県尼崎市南武庫ノ荘９－１１－２０,,167043,兵庫県,尼崎市,南武庫ノ荘９,尼崎市指令(尼保生）第1-01958号,,そうざい製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,麺素株式会社06-6438-490516704328202,3469569b-553a-4a3b-afb3-c13e8f5f816c,麺素株式会社167043,d066e90a-9f5c-46ae-b47d-7e26d179ebba,8baec2d1-d6ae-43c4-b870-653286d2250a,2021/12/01,麺素株式会社,麺素株式会社,麺素株式会社
麺素株式会社  ,兵庫県,尼崎市南武庫之荘９－１１－２０,尼崎市南武庫之荘９－１１－２０,,06-6438-4905  ,麺素株式会社,尼崎市南武庫之荘９－１１－２０,尼崎市南武庫之荘９－１１－２０,,06-6438-4905  ,R03.12.01,尼崎市指令(尼保生）,第1-01959号,食品の冷凍又は冷蔵業,,305,麺素株式会社  ,06,06-6438-4905,,,,兵庫県　尼崎市南武庫之荘９－１１－２０,兵庫県尼崎市南武庫ノ荘９－１１－２０,,167043,28,28202,南武庫ノ荘９,2021/12/01,,,,,麺素株式会社,,06-6438-4905  ,尼崎市南武庫之荘９－１１－２０,兵庫県尼崎市南武庫ノ荘９－１１－２０,,167043,兵庫県,尼崎市,南武庫ノ荘９,尼崎市指令(尼保生）第1-01959号,,食品の冷凍又は冷蔵業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,麺素株式会社06-6438-490516704328202,3469569b-553a-4a3b-afb3-c13e8f5f816c,麺素株式会社167043,d066e90a-9f5c-46ae-b47d-7e26d179ebba,231a407b-e9b8-493d-aa05-60e22f004168,2021/12/01,麺素株式会社,麺素株式会社,麺素株式会社
ゲーム喫茶　嵐  ,兵庫県,尼崎市昭和南通４－１２８ＳＴビル１階,尼崎市昭和南通４－１２８,ＳＴビル１階,06-6412-9100  ,株式会社ＡＳＧ,尼崎市西大物町１２－５５－１２０５,尼崎市西大物町１２－５５,１２０５,,R03.12.01,尼崎市指令(尼保生）,第1-01957号,飲食店営業,,305,ゲーム喫茶　嵐  ,06,06-6412-9100,,,,兵庫県　尼崎市昭和南通４－１２８,兵庫県尼崎市昭和南通４－１２８,ＳＴビル１階,166826,28,28202,昭和南通４,2021/12/01,,,,,株式会社ＡＳＧ,,,尼崎市西大物町１２－５５,兵庫県尼崎市西大物町１２－５５,１２０５,166943,兵庫県,尼崎市,西大物町,尼崎市指令(尼保生）第1-01957号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ゲム喫茶嵐06-6412-910016682628202,ce055708-3422-406a-b5f5-b67054c460e9,株式会社ＡＳＧ166943,b5d071da-1e50-436e-886b-cbf9dd6f6dc1,3c1da70b-374a-4a3e-8219-63314b9d3556,2021/12/01,ゲーム喫茶　嵐　,ゲム喫茶嵐,株式会社ＡＳＧ
福島上等カレー  あまがさきキュ－ズモール店,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6492-8855  ,得正株式会社,大阪市港区池島２－３－１２,大阪市港区池島２－３－１２,,06-6268-0260  ,R03.12.01,尼崎市指令(尼保生）,第1-01974号,飲食店営業,,305,福島上等カレー  あまがさきキュ－ズモール店,06,06-6492-8855,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,得正株式会社,,06-6268-0260  ,大阪市港区池島２－３－１２,大阪府大阪市港区池島２－３－１２,,154426,大阪府,大阪市港区,池島２,尼崎市指令(尼保生）第1-01974号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,福島上等カレあまがさきキュズモル店06-6492-885516680228202,16ae7cf6-720e-4fc1-8046-d144a600087d,得正株式会社154426,b37b8ec6-8ce6-40bb-a0b9-237f62ab56df,52d10276-33b9-4322-a102-441853644111,2021/12/01,福島上等カレー　あまがさきキュ－ズモール店,福島上等カレあまがさきキュズモル店,得正株式会社
蕎麦一献　げん  ,兵庫県,尼崎市潮江１－３－１あまがさきキューズモール４Ｆ,尼崎市潮江１－３－１,あまがさきキューズモール４Ｆ,06-6494-0908  ,クレバー株式会社,大阪市阿倍野区播磨町１－２４－８,大阪市阿倍野区播磨町１－２４－８,,06-6609-0908  ,R03.12.01,尼崎市指令(尼保生）,第1-01985号,飲食店営業,,305,蕎麦一献　げん  ,06,06-6494-0908,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,あまがさきキューズモール４Ｆ,166802,28,28202,潮江１,2021/12/01,,,,,クレバー株式会社,,06-6609-0908  ,大阪市阿倍野区播磨町１－２４－８,大阪府大阪市阿倍野区播磨町１－２４－８,,155111,大阪府,大阪市阿倍野区,播磨町１,尼崎市指令(尼保生）第1-01985号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,蕎麦一献げん06-6494-090816680228202,07a85b33-24c1-481b-83de-25099d6408e6,クレバー株式会社155111,7b0d1bde-f69d-4e94-ab03-72e5a8c2ed7f,cc951e65-2899-4f41-b96f-cce56dc3ba0a,2021/12/01,蕎麦一献　げん　,蕎麦一献げん,クレバー株式会社
阪急オアシス尼崎潮江店（水産寿司）  ,兵庫県,尼崎市潮江１－１６－１,尼崎市潮江１－１６－１,,06-6495-3080  ,株式会社阪急オアシス,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6845-7558  ,R03.12.01,尼崎市指令(尼保生）,第1-01984号,飲食店営業,,305,阪急オアシス尼崎潮江店（水産寿司）  ,06,06-6495-3080,,,,兵庫県　尼崎市潮江１－１６－１,兵庫県尼崎市潮江１－１６－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急オアシス,,06-6845-7558  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-01984号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,阪急オアシス尼崎潮江店水産寿司06-6495-308016680228202,7d839fef-20fa-4251-97ad-1708a62dbd97,株式会社阪急オアシス155834,81238215-d0cc-4236-bd2b-6b41a78c1c01,f4766165-8e7a-4074-b33c-8788c55b031b,2021/12/01,阪急オアシス尼崎潮江店（水産寿司）　,阪急オアシス尼崎潮江店水産寿司,株式会社阪急オアシス
㈱神戸凮月堂　向島商品センター  ,兵庫県,尼崎市西向島町７５－３,尼崎市西向島町７５－３,,06-6413-1161  ,株式会社神戸凮月堂,神戸市中央区元町通３－３－１０,神戸市中央区元町通３－３－１０,,078-321-5555  ,R03.12.01,尼崎市指令(尼保生）,第1-01991号,菓子製造業,,305,㈱神戸凮月堂　向島商品センター  ,06,06-6413-1161,,,,兵庫県　尼崎市西向島町７５－３,兵庫県尼崎市西向島町７５－３,,166964,28,28202,西向島町,2021/12/01,,,,,株式会社神戸凮月堂,,078-321-5555  ,神戸市中央区元町通３－３－１０,兵庫県神戸市中央区元町通３－３－１０,,165487,兵庫県,神戸市中央区,元町通３,尼崎市指令(尼保生）第1-01991号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,株式会社神戸凮月堂向島商品センタ06-6413-116116696428202,0458c8f0-111d-4b39-acd8-8c1f39fb8b60,株式会社神戸凮月堂165487,abea1c26-9fa2-42ff-be41-14e8c48aeb1d,46b2c000-70a3-43c8-ac1d-840577b266ed,2021/12/01,株式会社神戸凮月堂　向島商品センター　,株式会社神戸凮月堂向島商品センタ,株式会社神戸凮月堂
かっぱ寿司　尼崎店  ,兵庫県,尼崎市長洲中通３－２４－３３,尼崎市長洲中通３－２４－３３,,06-4868-4735  ,カッパ・クリエイト株式会社,横浜市西区みなとみらい２－２－１ランドマークタワー１２階,横浜市西区みなとみらい２－２－１,ランドマークタワー１２階,045-224-7405  ,R03.12.01,尼崎市指令(尼保生）,第1-02021号,飲食店営業,,305,かっぱ寿司　尼崎店  ,06,06-4868-4735,,,,兵庫県　尼崎市長洲中通３－２４－３３,兵庫県尼崎市長洲中通３－２４－３３,,166916,28,28202,長洲中通３,2021/12/01,,,,,カッパ・クリエイト株式会社,,045-224-7405  ,横浜市西区みなとみらい２－２－１,神奈川県横浜市西区みなとみらい２－２－１,ランドマークタワー１２階,78511,神奈川県,横浜市西区,みなとみらい２,尼崎市指令(尼保生）第1-02021号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,かっぱ寿司尼崎店06-4868-473516691628202,f4f9d5e9-29d4-4535-9c23-8e6d621fa688,カッパ・クリエイト株式会社78511,3a9920c8-2f11-45e7-92f6-e2546b47ac06,51a97421-0907-4f4d-bf21-dd95258320d9,2021/12/01,かっぱ寿司　尼崎店　,かっぱ寿司尼崎店,カッパ・クリエイト株式会社
たこ焼き　えびす  ,兵庫県,尼崎市武庫之荘５－１４－２ｅｏｊビル１Ｆ,尼崎市武庫之荘５－１４－２,ｅｏｊビル１Ｆ,06-6430-9998  ,株式会社ＥＯＪ,尼崎市南武庫之荘４－２１－２８,尼崎市南武庫之荘４－２１－２８,,06-6213-7776  ,R03.12.01,尼崎市指令(尼保生）,第1-02001号,飲食店営業,,305,たこ焼き　えびす  ,06,06-6430-9998,,,,兵庫県　尼崎市武庫之荘５－１４－２,兵庫県尼崎市武庫ノ荘５－１４－２,ｅｏｊビル１Ｆ,167062,28,28202,武庫ノ荘５,2021/12/01,,,,,株式会社ＥＯＪ,,06-6213-7776  ,尼崎市南武庫之荘４－２１－２８,兵庫県尼崎市南武庫ノ荘４－２１－２８,,167038,兵庫県,尼崎市,南武庫ノ荘４,尼崎市指令(尼保生）第1-02001号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,たこ焼きえびす06-6430-999816706228202,fa55031f-8930-4031-8908-f2e4726812b4,株式会社ＥＯＪ167038,fc143fb8-06cb-4a79-8d3e-f2e51ffb12a4,1b424035-374e-46de-938a-cca02f9d52f0,2021/12/01,たこ焼き　えびす　,たこ焼きえびす,株式会社ＥＯＪ
大日製罐株式会社  ,兵庫県,尼崎市金楽寺町２－２－１,尼崎市金楽寺町２－２－１,,06-6401-9881  ,朝日給食株式会社,豊中市庄内宝町２－７－２,豊中市庄内宝町２－７－２,,06-6332-1460  ,R03.12.01,尼崎市指令(尼保生）,第1-01999号,飲食店営業,,305,大日製罐株式会社  ,06,06-6401-9881,,,,兵庫県　尼崎市金楽寺町２－２－１,兵庫県尼崎市金楽寺町２－２－１,,167132,28,28202,金楽寺町２,2021/12/01,,,,,朝日給食株式会社,,06-6332-1460  ,豊中市庄内宝町２－７－２,大阪府豊中市庄内宝町２－７－２,,157363,大阪府,豊中市,庄内宝町２,尼崎市指令(尼保生）第1-01999号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,大日製罐株式会社06-6401-988116713228202,76ca6453-2263-4431-9cb2-524f22f2e7b7,朝日給食株式会社157363,0d928684-19c5-4c2b-98b8-29b4aa9227e8,394355eb-bcc4-4f93-9899-e79613c12df1,2021/12/01,大日製罐株式会社,大日製罐株式会社,朝日給食株式会社
金楽寺第一和菓子工場  ,兵庫県,尼崎市金楽寺町１－２－５５,尼崎市金楽寺町１－２－５５,,06-6489-5546  ,千鳥饅頭製菓株式会社,尼崎市金楽寺町１－２－５５,尼崎市金楽寺町１－２－５５,,06-6489-5546  ,R03.12.01,尼崎市指令(尼保生）,第1-02009号,菓子製造業,,305,金楽寺第一和菓子工場  ,06,06-6489-5546,,,,兵庫県　尼崎市金楽寺町１－２－５５,兵庫県尼崎市金楽寺町１－２－５５,,167131,28,28202,金楽寺町１,2021/12/01,,,,,千鳥饅頭製菓株式会社,,06-6489-5546  ,尼崎市金楽寺町１－２－５５,兵庫県尼崎市金楽寺町１－２－５５,,167131,兵庫県,尼崎市,金楽寺町１,尼崎市指令(尼保生）第1-02009号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,金楽寺第一和菓子工場06-6489-554616713128202,2ccac351-8202-4f61-b1a1-21324a95dc34,千鳥饅頭製菓株式会社167131,b5221c79-8666-4651-ba95-455bee3e7a4a,cf7cc68e-90d5-4cd2-9c62-aee5abaed39b,2021/12/01,金楽寺第一和菓子工場　,金楽寺第一和菓子工場,千鳥饅頭製菓株式会社
金楽寺第二和菓子洋菓子工場  ,兵庫県,尼崎市金楽寺町１－２－５５,尼崎市金楽寺町１－２－５５,,06-6489-5546  ,千鳥饅頭製菓株式会社,尼崎市金楽寺町１－２－５５,尼崎市金楽寺町１－２－５５,,06-6489-5546  ,R03.12.01,尼崎市指令(尼保生）,第1-02023号,菓子製造業,,305,金楽寺第二和菓子洋菓子工場  ,06,06-6489-5546,,,,兵庫県　尼崎市金楽寺町１－２－５５,兵庫県尼崎市金楽寺町１－２－５５,,167131,28,28202,金楽寺町１,2021/12/01,,,,,千鳥饅頭製菓株式会社,,06-6489-5546  ,尼崎市金楽寺町１－２－５５,兵庫県尼崎市金楽寺町１－２－５５,,167131,兵庫県,尼崎市,金楽寺町１,尼崎市指令(尼保生）第1-02023号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,金楽寺第二和菓子洋菓子工場06-6489-554616713128202,fb7ec320-d318-46aa-a494-f10c6d6849b3,千鳥饅頭製菓株式会社167131,b5221c79-8666-4651-ba95-455bee3e7a4a,361cd416-836e-47f4-af5e-2b7fbc18475b,2021/12/01,金楽寺第二和菓子洋菓子工場　,金楽寺第二和菓子洋菓子工場,千鳥饅頭製菓株式会社
ほっかほっか亭　園田駅前店  ,兵庫県,尼崎市東園田町５－１２０－８,尼崎市東園田町５－１２０－８,,06-6494-1443  ,リークス有限会社,尼崎市東園田町５－１２０－８,尼崎市東園田町５－１２０－８,,06-6495-3639  ,R03.12.01,尼崎市指令(尼保生）,第1-02012号,飲食店営業,,305,ほっかほっか亭　園田駅前店  ,06,06-6494-1443,,,,兵庫県　尼崎市東園田町５－１２０－８,兵庫県尼崎市東園田町５－１２０－８,,166981,28,28202,東園田町５,2021/12/01,,,,,リークス有限会社,,06-6495-3639  ,尼崎市東園田町５－１２０－８,兵庫県尼崎市東園田町５－１２０－８,,166981,兵庫県,尼崎市,東園田町５,尼崎市指令(尼保生）第1-02012号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ほっかほっか亭園田駅前店06-6494-144316698128202,9af5bccb-dfa8-4185-a2c3-1360553f6598,リークス有限会社166981,aa15f626-4a38-45b8-98ba-2301a2c0ead4,60d7fe44-9a06-4405-9b93-181f5015c60b,2021/12/01,ほっかほっか亭　園田駅前店　,ほっかほっか亭園田駅前店,リークス有限会社
天丼専門店　丼丼亭  ,兵庫県,尼崎市神田中通４－１６４,尼崎市神田中通４－１６４,,06-6416-3122  ,株式会社グルメ杵屋,大阪市住之江区北加賀屋３－４－７,大阪市住之江区北加賀屋３－４－７,,06-6683-1222  ,R03.12.01,尼崎市指令(尼保生）,第1-02005号,飲食店営業,,305,天丼専門店　丼丼亭  ,06,06-6416-3122,,,,兵庫県　尼崎市神田中通４－１６４,兵庫県尼崎市神田中通４－１６４,,166754,28,28202,神田中通４,2021/12/01,,,,,株式会社グルメ杵屋,,06-6683-1222  ,大阪府大阪市住之江区北加賀屋３－４－７,大阪府大阪市住ノ江区北加賀屋３－４－７,,155591,大阪府,大阪市住之江区,北加賀屋３,尼崎市指令(尼保生）第1-02005号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,天丼専門店丼丼亭06-6416-312216675428202,5cd10b37-f766-4345-9b8f-ffa60c3ec463,株式会社グルメ杵屋155591,d712ffeb-20b8-4431-9f62-e0ecdb15420a,cddf5c26-2ae7-401e-83f2-d59dcd22c928,2021/12/01,天丼専門店　丼丼亭　,天丼専門店丼丼亭,株式会社グルメ杵屋
くら寿司　尼崎下坂部店  ,兵庫県,尼崎市下坂部３－２－３０,尼崎市下坂部３－２－３０,,06-6495-3230  ,くら寿司株式会社,堺市中区深阪１丁２－２,堺市中区深阪１丁２－２,,072-239-8071  ,R03.12.01,尼崎市指令(尼保生）,第1-02011号,飲食店営業,,305,くら寿司　尼崎下坂部店  ,06,06-6495-3230,,,,兵庫県　尼崎市下坂部３－２－３０,兵庫県尼崎市下坂部３－２－３０,,166814,28,28202,下坂部３,2021/12/01,,,,,くら寿司株式会社,,072-239-8071  ,堺市中区深阪１丁２－２,大阪府堺市中区深阪１丁２－２,,156667,大阪府,堺市中区,深阪１,尼崎市指令(尼保生）第1-02011号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,くら寿司尼崎下坂部店06-6495-323016681428202,ee6af5d1-742b-473e-b03b-89aa1100b572,くら寿司株式会社156667,b37bae8e-45c8-45e6-bd5b-53b1aad2f909,379ec058-18f4-4379-8832-25bf3fa776e8,2021/12/01,くら寿司　尼崎下坂部店　,くら寿司尼崎下坂部店,くら寿司株式会社
ピザポケット　園田店  ,兵庫県,尼崎市東園田町１－３５２ポピーハイツ１０１,尼崎市東園田町１－３５２,ポピーハイツ１０１,06-6492-6174  ,ポケットフーズ株式会社,北葛城郡上牧町ささゆり台３－１－１,北葛城郡上牧町ささゆり台３－１－１,,0745-71-0101  ,R03.12.01,尼崎市指令(尼保生）,第1-02014号,菓子製造業,,305,ピザポケット　園田店  ,06,06-6492-6174,,,,兵庫県　尼崎市東園田町１－３５２,兵庫県尼崎市東園田町１－３５２,ポピーハイツ１０１,166977,28,28202,東園田町１,2021/12/01,,,,,ポケットフーズ株式会社,,0745-71-0101  ,北葛城郡上牧町ささゆり台３－１－１,奈良県北葛城郡上牧町ささゆり台３－１－１,,174336,奈良県,北葛城郡上牧町,ささゆり台３,尼崎市指令(尼保生）第1-02014号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,ピザポケット園田店06-6492-617416697728202,a5f6612a-1ffa-41b1-bdb6-9e95710a9122,ポケットフーズ株式会社174336,63a887d0-584e-4d88-afb8-f2681159a244,8080508a-f88c-4d2a-8c81-1fe9a11cafea,2021/12/01,ピザポケット　園田店　,ピザポケット園田店,ポケットフーズ株式会社
