https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号,,営業所所在地,営業所方書,営業所ＴＥＬ１,業種印刷名称,営業者名,営業者ＴＥＬ１情報公開用,初回許可日,許可決定日,申請区分,許可番号印刷用,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
Ｔｈｅ　Ｒｉｃｈ,港区,新橋三丁目８番５号,さとぺんビル地下１階,,飲食店営業,株式会社ＴＭＴ,,2021年12月1日,2021年12月1日,新規,3港み生食営第2673号,,182,Ｔｈｅ　Ｒｉｃｈ,03,,,,,港区　新橋三丁目８番５号,東京都港区新橋３丁目８番５号,さとぺんビル地下１階,73105,13,13103,新橋３,,2021/12/01,2021/12/01,,,株式会社ＴＭＴ,,,,,,,,,,3港み生食営第2673号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＴｈｅＲｉｃｈ7310513103,f4641cd5-7a87-46b4-ab03-644759c3acb7,株式会社ＴＭＴ,798cf0e6-be5d-4cc6-8019-11781cab0c0e,b21b38b1-4415-4bc7-9733-bbbb841becac,2021/12/01,Ｔｈｅ　Ｒｉｃｈ,ＴｈｅＲｉｃｈ,株式会社ＴＭＴ
恋の赤レンガ通り,港区,新橋三丁目８番８号,神野ビル１階,03-6435-6217,飲食店営業,株式会社ｚａｎｓ,03-6803-2516,2021年12月15日,2021年12月15日,新規,3港み生食営第2869号,,182,恋の赤レンガ通り,03,03-6435-6217,,,,港区　新橋三丁目８番８号,東京都港区新橋３丁目８番８号,神野ビル１階,73105,13,13103,新橋３,,2021/12/15,2021/12/15,,,株式会社ｚａｎｓ,,03-6803-2516,,,,,,,,3港み生食営第2869号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,恋の赤レンガ通り03-6435-62177310513103,cb1175c8-3fec-43ed-a482-24cf2d723727,株式会社ｚａｎｓ,5b20c9df-8468-41b6-bc10-0085935bd0fd,813936de-591d-4a1c-9a2e-e3d594705aa3,2021/12/15,恋の赤レンガ通り,恋の赤レンガ通り,株式会社ｚａｎｓ
魚馬る　ふぶき,港区,新橋三丁目１１番５号,新橋ＤＸビル１０１,03-6809-2555,飲食店営業,株式会社与夢,03-6809-2977,2021年12月10日,2021年12月10日,新規,3港み生食営第2826号,,182,魚馬る　ふぶき,03,03-6809-2555,,,,港区　新橋三丁目１１番５号,東京都港区新橋３丁目１１番５号,新橋ＤＸビル１０１,73105,13,13103,新橋３,,2021/12/10,2021/12/10,,,株式会社与夢,,03-6809-2977,,,,,,,,3港み生食営第2826号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,魚馬るふぶき03-6809-25557310513103,4a98aae4-5d31-4f48-9650-f91ce5de7bd1,株式会社与夢,58f9d866-7afb-4c9f-ae62-95a501d71d2b,272b0803-f344-45d5-a5c3-5b02ec0981ff,2021/12/10,魚馬る　ふぶき,魚馬るふぶき,株式会社与夢
遊膳,港区,新橋三丁目１６番３号,烏森ビル地下１階,03-3436-6006,飲食店営業,株式会社ＥＳＴＲＩＢＥ,,2021年12月17日,2021年12月17日,新規,3港み生食営第2857号,,182,遊膳,03,03-3436-6006,,,,港区　新橋三丁目１６番３号,東京都港区新橋３丁目１６番３号,烏森ビル地下１階,73105,13,13103,新橋３,,2021/12/17,2021/12/17,,,株式会社ＥＳＴＲＩＢＥ,,,,,,,,,,3港み生食営第2857号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,遊膳03-3436-60067310513103,2e150727-b874-44fb-a434-5e8ecaf0dfca,株式会社ＥＳＴＲＩＢＥ,f370bb6f-fb16-4622-979e-f652ba8e96bf,7a32f2c1-fc19-402d-bff0-a9364496f550,2021/12/17,遊膳,遊膳,株式会社ＥＳＴＲＩＢＥ
紡,港区,新橋三丁目１６番２０号,第３Ａビル３階,,飲食店営業,株式会社ＳＬＡＰ,,2021年12月3日,2021年12月3日,新規,3港み生食営第2724号,,182,紡,03,,,,,港区　新橋三丁目１６番２０号,東京都港区新橋３丁目１６番２０号,第３Ａビル３階,73105,13,13103,新橋３,,2021/12/03,2021/12/03,,,株式会社ＳＬＡＰ,,,,,,,,,,3港み生食営第2724号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,紡7310513103,1abc9d64-0a6a-49b5-83c6-0b0215500152,株式会社ＳＬＡＰ,5f0922f3-8318-4a22-9fa5-3bf35c9890ef,96a4b6a5-7c38-4511-8c39-21b3ad5c882c,2021/12/03,紡,紡,株式会社ＳＬＡＰ
ピアシス新橋店,港区,新橋三丁目１６番２２号,１～３階,03-3578-0101,飲食店営業,株式会社無洲,03-5157-0100,2021年12月9日,2021年12月9日,新規,3港み生食営第2791号,,182,ピアシス新橋店,03,03-3578-0101,,,,港区　新橋三丁目１６番２２号,東京都港区新橋３丁目１６番２２号,１～３階,73105,13,13103,新橋３,,2021/12/09,2021/12/09,,,株式会社無洲,,03-5157-0100,,,,,,,,3港み生食営第2791号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ピアシス新橋店03-3578-01017310513103,aa38bf8a-481b-4f25-8906-d8cc4e32c58b,株式会社無洲,c667dc37-2958-435e-adc5-8c8af67c58b8,34d2830c-728a-466c-8e12-a552c0723f67,2021/12/09,ピアシス新橋店,ピアシス新橋店,株式会社無洲
ピアシス新橋店,港区,新橋三丁目１６番２２号,１階,03-3578-0101,そうざい製造業,株式会社無洲,03-5157-0100,2021年12月9日,2021年12月9日,新規,3港み生食営第2792号,,182,ピアシス新橋店,03,03-3578-0101,,,,港区　新橋三丁目１６番２２号,東京都港区新橋３丁目１６番２２号,１階,73105,13,13103,新橋３,,2021/12/09,2021/12/09,,,株式会社無洲,,03-5157-0100,,,,,,,,3港み生食営第2792号,新規,そうざい製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,ピアシス新橋店03-3578-01017310513103,aa38bf8a-481b-4f25-8906-d8cc4e32c58b,株式会社無洲,c667dc37-2958-435e-adc5-8c8af67c58b8,40fb78fe-1925-48d4-9217-ea126b7e8281,2021/12/09,ピアシス新橋店,ピアシス新橋店,株式会社無洲
イメージコスプレガールズバー新橋ナース物語,港区,新橋三丁目２１番１号,瑞光ビル１階,03-6459-0087,飲食店営業,株式会社クリスタル,045-548-5822,2021年12月28日,2021年12月28日,新規,3港み生食営第2940号,,182,イメージコスプレガールズバー新橋ナース物語,03,03-6459-0087,,,,港区　新橋三丁目２１番１号,東京都港区新橋３丁目２１番１号,瑞光ビル１階,73105,13,13103,新橋３,,2021/12/28,2021/12/28,,,株式会社クリスタル,,045-548-5822,,,,,,,,3港み生食営第2940号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,イメジコスプレガルズバ新橋ナス物語03-6459-00877310513103,f01af904-d761-463c-857f-8bbe84e0970f,株式会社クリスタル,43395d24-e0b2-4d7d-bdca-a76cc7261ab8,ff47a3be-9d0c-4e46-8d4a-4693585ab538,2021/12/28,イメージコスプレガールズバー新橋ナース物語,イメジコスプレガルズバ新橋ナス物語,株式会社クリスタル
和黒屋　熟成肉と魚　新橋店,港区,新橋三丁目２３番１号,ＴＲＮ新橋ビル４階,,飲食店営業,合同会社ガーデンエース,,2021年12月23日,2021年12月23日,新規,3港み生食営第2934号,,182,和黒屋　熟成肉と魚　新橋店,03,,,,,港区　新橋三丁目２３番１号,東京都港区新橋３丁目２３番１号,ＴＲＮ新橋ビル４階,73105,13,13103,新橋３,,2021/12/23,2021/12/23,,,合同会社ガーデンエース,,,,,,,,,,3港み生食営第2934号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,和黒屋熟成肉と魚新橋店7310513103,571c6369-d9d1-4111-bd36-e92bc55d426d,合同会社ガーデンエース,ac469b72-1295-4199-883b-2e92d69dc85c,18219c91-9d08-4146-9e8e-c68a42a38234,2021/12/23,和黒屋　熟成肉と魚　新橋店,和黒屋熟成肉と魚新橋店,合同会社ガーデンエース
みこ寿司,港区,新橋四丁目１４番６号,第二西欧ビル２階Ｂ,,飲食店営業,寿司バンク株式会社,,2021年12月23日,2021年12月23日,新規,3港み生食営第2944号,,182,みこ寿司,03,,,,,港区　新橋四丁目１４番６号,東京都港区新橋４丁目１４番６号,第二西欧ビル２階Ｂ,73106,13,13103,新橋４,,2021/12/23,2021/12/23,,,寿司バンク株式会社,,,,,,,,,,3港み生食営第2944号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,みこ寿司7310613103,31667b28-3534-453d-8089-5c693d47c9dc,寿司バンク株式会社,2b024f84-0136-4cce-96de-25d4e7bdffd1,8d8c81cb-4c0c-4c0f-8548-e556cb7872af,2021/12/23,みこ寿司,みこ寿司,寿司バンク株式会社
神戸肉串・神戸餃子　ＫＯＢＥ‐Ｑ　新橋,港区,新橋四丁目１５番２号,日建１号館１階,03-6450-1395,飲食店営業,株式会社イデアコーポレーション,078-335-6435,2021年12月1日,2021年12月1日,新規,3港み生食営第2633号,,182,神戸肉串・神戸餃子　ＫＯＢＥ‐Ｑ　新橋,03,03-6450-1395,,,,港区　新橋四丁目１５番２号,東京都港区新橋４丁目１５番２号,日建１号館１階,73106,13,13103,新橋４,,2021/12/01,2021/12/01,,,株式会社イデアコーポレーション,,078-335-6435,,,,,,,,3港み生食営第2633号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,神戸肉串神戸餃子ＫＯＢＥＱ新橋03-6450-13957310613103,03e13731-0277-4b44-8fa2-9979dc37d925,株式会社イデアコーポレーション,66de352f-2e33-4bb8-81ee-6d3f9408b643,b04aa6e9-3429-45f9-964b-ced225627f7a,2021/12/01,神戸肉串・神戸餃子　ＫＯＢＥ‐Ｑ　新橋,神戸肉串神戸餃子ＫＯＢＥＱ新橋,株式会社イデアコーポレーション
相撲ちゃんこ井筒,港区,新橋四丁目１８番８号,１、２階,03-3434-5557,飲食店営業,有限会社井筒,03-3434-5557,2021年12月17日,2021年12月17日,新規,3港み生食営第2813号,,182,相撲ちゃんこ井筒,03,03-3434-5557,,,,港区　新橋四丁目１８番８号,東京都港区新橋４丁目１８番８号,１、２階,73106,13,13103,新橋４,,2021/12/17,2021/12/17,,,有限会社井筒,,03-3434-5557,,,,,,,,3港み生食営第2813号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,相撲ちゃんこ井筒03-3434-55577310613103,0cff1d01-ea0f-4c57-b979-35122365cdb2,有限会社井筒,b526fcb4-a23e-4226-899a-56723d28ee7e,a04c9469-c1ca-46fb-a2cc-7393f550d67f,2021/12/17,相撲ちゃんこ井筒,相撲ちゃんこ井筒,有限会社井筒
ＲＩＣ　ＴＯＫＹＯ　ＬＩＯＮ　ＣＯＦＦＥＥ,港区,新橋四丁目２６番８号,リビオレゾン新虎通り１階,03-6721-5305,飲食店営業,ＲＩＣ株式会社,03-6721-5305,2021年12月6日,2021年12月6日,新規,3港み生食営第2556号,,182,ＲＩＣ　ＴＯＫＹＯ　ＬＩＯＮ　ＣＯＦＦＥＥ,03,03-6721-5305,,,,港区　新橋四丁目２６番８号,東京都港区新橋４丁目２６番８号,リビオレゾン新虎通り１階,73106,13,13103,新橋４,,2021/12/06,2021/12/06,,,ＲＩＣ株式会社,,03-6721-5305,,,,,,,,3港み生食営第2556号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＲＩＣＴＯＫＹＯＬＩＯＮＣＯＦＦＥＥ03-6721-53057310613103,126cba51-63b7-4f30-80dd-c6dd5a9eee59,ＲＩＣ株式会社,417eea3a-f6eb-4c0e-9e90-59736806b987,14878c3c-8fc4-4771-9031-aed955229b32,2021/12/06,ＲＩＣ　ＴＯＫＹＯ　ＬＩＯＮ　ＣＯＦＦＥＥ,ＲＩＣＴＯＫＹＯＬＩＯＮＣＯＦＦＥＥ,ＲＩＣ株式会社
鉄人,港区,新橋六丁目１６番４号,松永ビル１階,03-3432-3720,飲食店営業,株式会社オフィステツ,03-3432-3720,2021年12月16日,2021年12月16日,新規,3港み生食営第2860号,,182,鉄人,03,03-3432-3720,,,,港区　新橋六丁目１６番４号,東京都港区新橋６丁目１６番４号,松永ビル１階,73108,13,13103,新橋６,,2021/12/16,2021/12/16,,,株式会社オフィステツ,,03-3432-3720,,,,,,,,3港み生食営第2860号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,鉄人03-3432-37207310813103,40ebd947-d714-4e25-a097-ee45f28ca44e,株式会社オフィステツ,35a7393a-44ea-4e26-85ab-38b5ed6c9c7b,8493d351-d5c1-4960-9462-0de72036f5f8,2021/12/16,鉄人,鉄人,株式会社オフィステツ
カフェレストランタールムビアンコ,港区,台場一丁目４番１号,マリンハウス２階,03-3529-4847,飲食店営業,有限会社味市場,,2021年12月8日,2021年12月8日,新規,3港み生食営第2618号,,182,カフェレストランタールムビアンコ,03,03-3529-4847,,,,港区　台場一丁目４番１号,東京都港区台場１丁目４番１号,マリンハウス２階,73161,13,13103,台場１,,2021/12/08,2021/12/08,,,有限会社味市場,,,,,,,,,,3港み生食営第2618号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,カフェレストランタルムビアンコ03-3529-48477316113103,15bff761-0d74-41f7-a2f8-096c8bd544f4,有限会社味市場,b2d2f1a8-aef5-4b03-82a3-09612f720436,f0debb41-8eec-4802-8d64-2ab4c43c16b2,2021/12/08,カフェレストランタールムビアンコ,カフェレストランタルムビアンコ,有限会社味市場
ノイタミナショップ＆カフェシアター,港区,台場一丁目７番１号,アクアシティお台場４階,03-6457-1022,飲食店営業,株式会社ライトナウ,03-5295-0123,2021年12月22日,2021年12月22日,新規,3港み生食営第2855号,,182,ノイタミナショップ＆カフェシアター,03,03-6457-1022,,,,港区　台場一丁目７番１号,東京都港区台場１丁目７番１号,アクアシティお台場４階,73161,13,13103,台場１,,2021/12/22,2021/12/22,,,株式会社ライトナウ,,03-5295-0123,,,,,,,,3港み生食営第2855号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ノイタミナショップカフェシアタ03-6457-10227316113103,6acbb210-987b-45f3-95f9-702c838c7574,株式会社ライトナウ,6265d784-5888-4bac-beaf-56cf2fe5dfe0,60da9e73-5a70-41af-a3ea-dd0fdefe27d3,2021/12/22,ノイタミナショップ＆カフェシアター,ノイタミナショップカフェシアタ,株式会社ライトナウ
乃村工藝社カフェラウンジ,港区,台場二丁目３番４号,乃村工藝社ビル１階,03-5530-2344,飲食店営業,株式会社ユニマットライフ,03-5770-1661,2021年12月22日,2021年12月22日,新規,3港み生食営第2848号,,182,乃村工藝社カフェラウンジ,03,03-5530-2344,,,,港区　台場二丁目３番４号,東京都港区台場２丁目３番４号,乃村工藝社ビル１階,73162,13,13103,台場２,,2021/12/22,2021/12/22,,,株式会社ユニマットライフ,,03-5770-1661,,,,,,,,3港み生食営第2848号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,乃村工藝社カフェラウンジ03-5530-23447316213103,4bf10f1c-8bfd-4672-931b-71c2a3412b89,株式会社ユニマットライフ,7dd0768b-213b-43d8-8051-0e9d41e886cc,590e0aab-0c6f-4d38-bce7-7cae4b310f9b,2021/12/22,乃村工藝社カフェラウンジ,乃村工藝社カフェラウンジ,株式会社ユニマットライフ
ｃａｆｅ　＆　ｂａｒ　ｓｗｅｅｄ,港区,高輪一丁目１番１１号,グレイス魚籃坂１０３,,飲食店営業,株式会社ｓｗｅｅｄ,,2021年12月15日,2021年12月15日,新規,3港み生食営第2816号,,182,ｃａｆｅ　＆　ｂａｒ　ｓｗｅｅｄ,03,,,,,港区　高輪一丁目１番１１号,東京都港区高輪１丁目１番１１号,グレイス魚籃坂１０３,73109,13,13103,高輪１,,2021/12/15,2021/12/15,,,株式会社ｓｗｅｅｄ,,,,,,,,,,3港み生食営第2816号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ｃａｆｅｂａｒｓｗｅｅｄ7310913103,6454fcf9-f3df-4a55-9e85-5da32b493fb4,株式会社ｓｗｅｅｄ,21a4db81-923e-4cfd-8ddb-6a9f5abaa686,5c3bc14a-7f31-4700-b434-e47fdc1a98f6,2021/12/15,ｃａｆｅ　＆　ｂａｒ　ｓｗｅｅｄ,ｃａｆｅｂａｒｓｗｅｅｄ,株式会社ｓｗｅｅｄ
サムラートカレーハウス高輪店,港区,高輪一丁目２番１号,藤波ビル１階,03-5420-9230,飲食店営業,有限会社スニタトレーデング,03-6447-2961,2021年12月28日,2021年12月28日,新規,3港み生食営第2811号,,182,サムラートカレーハウス高輪店,03,03-5420-9230,,,,港区　高輪一丁目２番１号,東京都港区高輪１丁目２番１号,藤波ビル１階,73109,13,13103,高輪１,,2021/12/28,2021/12/28,,,有限会社スニタトレーデング,,03-6447-2961,,,,,,,,3港み生食営第2811号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,サムラトカレハウス高輪店03-5420-92307310913103,8fdbf928-0cbb-4c0e-b7a6-d29b264b434e,有限会社スニタトレーデング,c6d6a0c6-753b-4021-8801-fb21990f623f,0188de13-9cea-4a58-8a91-d5db163d1a9d,2021/12/28,サムラートカレーハウス高輪店,サムラトカレハウス高輪店,有限会社スニタトレーデング
ＲＯＵＴＥ,港区,高輪二丁目１６番３４号,オリンピア高輪２階１号室,03-3443-6733,飲食店営業,株式会社大慶,03-3443-6733,2021年12月8日,2021年12月8日,新規,3港み生食営第2727号,,182,ＲＯＵＴＥ,03,03-3443-6733,,,,港区　高輪二丁目１６番３４号,東京都港区高輪２丁目１６番３４号,オリンピア高輪２階１号室,73110,13,13103,高輪２,,2021/12/08,2021/12/08,,,株式会社大慶,,03-3443-6733,,,,,,,,3港み生食営第2727号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＲＯＵＴＥ03-3443-67337311013103,0cd44cde-fb8d-455f-b263-8d463b8c3ee5,株式会社大慶,65c655cc-c218-44ac-a752-c83be06d986b,ffc7c961-7d38-4b2d-8750-47eb4695791e,2021/12/08,ＲＯＵＴＥ,ＲＯＵＴＥ,株式会社大慶
デイリーヤマザキ高輪本店,港区,高輪二丁目１６番３７号,高輪ＪＥＢＬ１階,03-3442-4437,飲食店営業,イーコンビ合同会社,03-3442-4437,2021年12月22日,2021年12月22日,新規,3港み生食営第2912号,,182,デイリーヤマザキ高輪本店,03,03-3442-4437,,,,港区　高輪二丁目１６番３７号,東京都港区高輪２丁目１６番３７号,高輪ＪＥＢＬ１階,73110,13,13103,高輪２,,2021/12/22,2021/12/22,,,イーコンビ合同会社,,03-3442-4437,,,,,,,,3港み生食営第2912号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,デイリヤマザキ高輪本店03-3442-44377311013103,7164223e-363e-4a26-9ead-2c279f260670,イーコンビ合同会社,35aeeee3-dbda-40fa-9522-de4771b2e41d,5a72a196-8fe8-49eb-b8e9-15e53f42b58b,2021/12/22,デイリーヤマザキ高輪本店,デイリヤマザキ高輪本店,イーコンビ合同会社
